movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
morning-glory-2010,Not Available,Morning Glory,en,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",10.756,10-11-2010,107
morning-light,Not Available,Morning Light,en,"Fifteen young sailors... six months of intense training... one chance at the brass ring. This documentary tells the story of a group of intrepid and determined young men and women, on the cusp of adulthood, as they embark on life's first great adventure. Racing a high-performance 52-foot sloop the crew of ""Morning Light"" matches wits and skills in a dramatic 2300 mile showdown.",0.883,12-03-2008,97
morning-show-mysteries-a-murder-in-mind,Not Available,Morning Show Mysteries: A Murder in Mind,en,"Billie Blessings is drawn into a murder investigation when Katie Sanders, a former server at Blessings-turned TV star, becomes the focus when it’s discovered the victim was blackmailing her. Billie must sift through the mounting evidence – and list of suspects – to get to the truth and clear her friend’s name.",3.732,14-04-2019,84
morning-show-mysteries-countdown-to-murder,Not Available,Morning Show Mysteries: Countdown to Murder,en,"When a beloved supermarket owner is killed in the early morning hours before opening, restauranteur and TV chef Billie Blessings (Robinson Peete) becomes involved in the investigation of what quickly appears to be the work of a clever and darkly sinister serial killer. Even as her relationship with police detective Ian Jackson (Fox) begins to take a more romantic turn, Billie cannot resist involvement in the case, despite putting herself in tremendous danger.",2.961,21-04-2019,84
morning-show-mysteries-murder-on-the-menu,Not Available,Morning Show Mysteries: Murder on the Menu,en,"Beloved cooking show host Billie Blessings finds herself in hot water when a dead body turns up in the car of one of her guests, a temperamental celebrity chef harboring dark secrets.",2.707,22-07-2018,84
morning-sun,Not Available,Morning Sun,en,"The film Morning Sun attempts in the space of a two-hour documentary film to create an inner history of the Great Proletarian Cultural Revolution (c.1964-1976). It provides a multi-perspective view of a tumultuous period as seen through the eyes—and reflected in the hearts and minds—of members of the high-school generation that was born around the time of the founding of the People’s Republic of China in 1949, and that came of age in the 1960s. Others join them in creating in the film’s conversation about the period and the psycho-emotional topography of high-Maoist China, as well as the enduring legacy of that period.",2.268,24-09-2003,117
morris-county,Not Available,Morris County,en,A horror anthology with three stories connected by the thread of alienation and confusion within the seemingly ideal backdrop of suburban America.,2.137,06-02-2009,91
morris-engel-the-independent,Not Available,Morris Engel: The Independent,en,Short documentary on the life and work of photographer and filmmaker Morris Engel,0.6,08-05-2008,28
morrissey-25-live,Not Available,Morrissey - 25 Live,en,"Filmed live during Morrissey’s most intimate gig in decades at the Hollywood High School in Los Angeles on 2 March 2013, this is the first authorised Morrissey film for nine years and marks 25 years of the solo career of one of the world’s most iconic and enigmatic performers.  The film opens with fans talking about their unwavering devotion to the singer and the unique appeal of this unusual venue – a striking contrast to the sold out arena concert at the Staples Center on the previous night. Tickets to the concert in the 1,800-seater school auditorium were sold out in 12 seconds and this now legendary concert became Morrissey’s penultimate performance on the US Tour.  Featuring many classic tracks from the artist’s prolific repertoire including Meat Is Murder, Everyday Is Like Sunday, Please, Please Please Let Me Get What I Want and The Boy With The Thorn In His Side, Morrissey 25: Live is an unmissable cinema event for fans worldwide.",2.234,04-10-2013,92
mortadelo-filemon-the-big-adventure,Not Available,Mortadelo & Filemon: The Big Adventure,es,"In the Headquarters of the T.I.A. (Terminal Intelligence Agency), someone has stolen Professor Bacterio's most dangerous invention, the D.O.T. (Demoralizer of Troops), an artifact that ends up in the hands of a very short, wacky dictator who is ready to use it for criminal purposes. The T.I.A Chief, though, is firm in his resolve: if he wants to get the D.O.T. back, he must NOT count on his agents Mortadelo & Filemon. But when the crime fighting duo discover that the T.I.A. has engaged a cocky and slimy detective from outside the agency, they decide to act at their own risk, even if that risk involves all of Humanity.",5.45,07-02-2003,88
mortadelo-and-filemon-mission-implausible,Not Available,Mortadelo and Filemon: Mission Implausible,es,A criminal produces an uncontrollable laughter to the population and Mortadelo and Filemón will have to stop him.,11.476,30-08-2014,91
mortal-2020,Not Available,Mortal,en,A young boy must discover the origins of his extraordinary powers before he is captured by authorities hell-bent on condemning him for an accidental murder.,18.583,28-02-2020,104
mortal-engines,Not Available,Mortal Engines,en,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",39.092,27-11-2018,129
mortal-kombat-legends-scorpions-revenge,Not Available,Mortal Kombat Legends: Scorpion's Revenge,en,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",44.387,12-04-2020,80
morten-wichmann-gangsta,Not Available,Morten Wichmann: Gangsta,en,We don't have an overview translated in English. Help us expand our database by adding one.,0.6,23-01-2020,73
mortuary-massacre,Not Available,Mortuary Massacre,en,"A detective investigates several mysterious deaths, all of which take place on Halloween night. The local mortician relays to him the backstories behind three of the victims, each of them more gruesome and chilling than the next.",0.6,01-01-2016,83
moscow-heat,Not Available,Moscow Heat,en,"After a U.S. policeman is killed by black market weapons dealers, his partner, Rudy (Robert Madrid), and the murdered cop's father, ex-British Intelligence agent Roger Chambers (Michael York), head to Moscow to find the killers. The two begin to track down their targets, but their plan falters when Rudy's injured and Chambers is arrested. Enter Vlad (Alexander Nevsky), a Russian officer who's willing to help the men complete their mission.",1.588,24-11-2004,89
moscow-i-love-you,Not Available,"Moscow, I Love You!",en,"18 directors, 18 novels, 18 short stories about Moscow...",3.471,06-06-2010,143
moses-und-aron,Not Available,Moses und Aron,en,"Moses und Aron is a three-act opera by Arnold Schoenberg with the third act unfinished. The 2015 Production was led by Romeo Castellucci in Paris. Moses und Aron was filmed for television by film director François-René Martin, in coproduction with the Paris Opera, Bel air Media and Arte, with support from the CNC. Moses und Aron was broadcast live on Arte concert and on the Paris Opera website on October 20th 2015, and subsequently broadcast on Arte on Ocotber 23rd 2015.",0.727,10-12-2015,123
moshe-kasher-live-in-oakland,Not Available,Moshe Kasher: Live in Oakland,en,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",2.776,26-10-2012,60
mosley-2019,Not Available,Mosley,en,"The film tells the story of Mosley, a ""thoriphant"" who rebels against his life of servitude and embarks on a treacherous journey to find the fabled city of Uprights.",2.7,10-10-2019,96
mosquita-y-mari,Not Available,Mosquita y Mari,en,"After being assigned as study partners, two Chicana high schoolers find a bond that confuses them at times.",2.765,03-08-2012,85
moss,Not Available,Moss,ko,"A city boy visits a remote village to find out the reason behind his father's strange death. The locals are watching his every move and are eager to see him leave. As he starts to investigate, the village's sinister secrets begin to unravel.",4.541,14-07-2010,163
mossville-when-great-trees-fall,Not Available,Mossville: When Great Trees Fall,en,"As a centuries-old black community, contaminated and uprooted by petrochemical plants, comes to terms with the loss of its ancestral home, one man standing in the way of a plant's expansion refuses to give up.",0.6,06-04-2020,76
most,Not Available,Most,en,A poetic and powerful story of a father forced to choose between love and duty.,3.294,11-06-2003,29
most-beautiful-island,Not Available,Most Beautiful Island,en,Most Beautiful Island is a chilling portrait of an undocumented young woman's struggle for survival as she finds redemption from a tortured past in a dangerous game.,10.931,03-11-2017,80
most-likely-to-murder,Not Available,Most Likely to Murder,en,"Billy, the coolest kid in high school, comes back to his hometown 15 years later to find he’s no longer cool and the girl he still has feelings for now dates the former town outcast. Billy becomes obsessed with proving the outcast is a murderer.",4.817,12-03-2018,99
most-likely-to-murder-2019,Thriller TV Movie,Most Likely to Murder,en,"Casey Paulson has endured a lot in her short teenage years. Once a popular cheerleader, her life is turned upside down after a house fire takes the life of her father and leaves her with very little hair. Former friends become bullies and boys avoid her until popular girl Reagan befriends Casey and helps her get her confidence back. But when Casey has the chance to win Most Inspiring Student, the competition reveals Casey’s deadly intentions to win at all costs.",3.249,14-12-2019,80
most-likely-to-succeed,Not Available,Most Likely to Succeed,en,"The current educational system in the United States was developed a century ago during the rise of the industrial age and was once the envy of the world. However, the world economy has since transformed profoundly, but the US education system has not. Schools are attempting to teach and test skills, when mastered, that still leave graduates woefully unprepared for the 21st Century. After presenting this problem, the documentary focuses on the story of a school in San Diego that is completely rethinking what the experience of going to school looks like. As we follow students, parents and teachers through a truly unorthodox school experience, the audience is forced to consider what sort of educational environment is most likely to succeed in the 21st century?",1.463,25-01-2015,86
most-likely-to-succeed-2019,Not Available,Most Likely to Succeed,en,"In 2007, four teenagers from disparate backgrounds are voted ""Most Likely To Succeed"" during their senior year of high school. Over a ten-year period, they each chart their own version of success and navigate the unpredictability of American life in the 21st Century.",0.916,06-12-2019,97
mostly-ghostly-have-you-met-my-ghoulfriend,Not Available,Mostly Ghostly: Have You Met My Ghoulfriend?,en,"Bella Thorne, Madison Pettis and Ryan Ochoa lead an ensemble cast in this spook-tacular adventure with new ghosts, new thrills, and the return of some old friends. Max (Ochoa) only has eyes for Cammy (Thorne), the smart, popular redhead at school. When Max finally scores a date with Cammy on Halloween, Phears, an evil ghost with plans on taking over the world, unleashes his ghouls and things go haywire. With the help of his ghostly pals, Tara and Nicky, can Max thwart Phears' evil plot, help reunite his ghost friends with their long-lost parents and still make his date with Cammy on Halloween? R.L. Stine's Mostly Ghostly: Have You Met My Ghoulfriend? is a frightful family delight!",6.529,02-09-2014,91
motorhead-the-world-is-ours-vol-2-anyplace-crazy-as-anywhere-else,Not Available,"Motörhead : The Wörld Is Ours, Vol 2 - Anyplace Crazy as Anywhere Else",en,1. Iron Fist 2. Stay Clean 3. Get Back In Line 4. Metropolis 5. Over The Top 6. One Night Stand 7. Rock Out 8. The Thousand Names Of God 9. I Know How To Die 10. The Chase Is Better Than The Catch 11. In The Name Of Tragedy 12. Just 'Cos You Got The Power 13. Going To Brazil 14. Killed By Death 15. Bomber 16. Ace Of Spades 17. Overkill,0.6,02-10-2012,134
motorhead-the-guts-and-the-glory-the-motorhead-story,Documentary Music,Motörhead: The Guts and the Glory - The Motörhead Story,en,"Interviews with Lemmy, Phil Campbell, Mikkey Dee, Eddie Clarke and Phil Taylor. Released with the 30th Anniversary edition of INFERNO.",0.6,31-12-2005,64
motorhead-the-world-is-ours-vol-1-everywhere-further-than-everyplace-else,Not Available,Motörhead: The Wörld Is Ours Vol 1 Everywhere Further Than Everyplace Else,en,"In celebration of their 35 years on the road Motörhead is proud to present  The Wörld Is Ours Vol 1 - Everything Further Than Everyplace Else, a blistering  DVD containing some of the finest moments from the tour, including the entire  performance from Chile's Teatro Caupolican, shot by Banger Films and Sam Dunn.  Mixed by the band's  long-time producer Cameron Webb, The Wörld Is Ours Vol 1 is stuffed with the  classics Motörfans demand, from 'Overkill' to 'Ace Of Spades' to 'Killed By Death'  as well as some old gems like 'Over The Top' and new favorites such as  'I Know How To Die.' The Wörld Is Ours Vol 1 gives you every click from every pick  and kick from the band's supreme performance in Chile, plus some tasty morsels  from New York's Best Buy Theater and the Manchester Apollo. The Wörld Is Ours Vol 1  is a pure testament to the power, glory and sheer voltage of the finest rock'n'roll  played by real legends.",2.222,22-11-2011,80
motel-acacia,Not Available,Motel Acacia,en,"In the cold west, Motel Acacia is tasked with exterminating immigrants by the government through a BED, haunted with the spirit of a Filipino tree demon, that eats men and impregnates women. A young Filipino man, JC, is groomed by his tyrannical caucasian Father to take over the business.",1.522,11-03-2020,87
motern-media-christmas-special,Not Available,Motern Media Christmas Special,en,"The Christmas special you've been looking for is here! MattFarley teams with Pete Peterson to host this variety show spectacular, which features comedy by Jay Mayo, special appearances by Slingshot Cops actors, theatrical interpretations by the ShockMarathons Repertory Players, music from Jon Cross, & cameos by Freaky Farley & The Riverbeast. Will JandekClaus or Sleison join the Christmas fun?",0.6,16-12-2017,48
mother-2006,Not Available,Mother,en,"Desperate to be rid of her toddler in order to have an affair, a dissatisfied Beverly Hills Housewife hires a stranger to babysit and ends up getting much more than she bargained for. ""Mother"" is a dark and funny look at neglect, and what it really means to get what we want.",0.6,01-01-2006,15
mother-2009,Not Available,Mother,ko,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",9.78,28-05-2009,129
mother-2014,Not Available,Mother,ja,"A publishing company is working on a book about Umezu’s life. The lead editor, Sakura, knows that Umezu’s late mother Ichie was very influential to his work. As the investigation continues, bizarre incidents begin occurring one after another. Soon, the grudge of a mother who should be dead sparks mounting fear around Umezu.",0.6,27-09-2014,83
mother-2016-4,Not Available,Mother,es,"A pregnant woman, who is taking care of her son with development problems, is at her breaking point when a caregiver from the Philippines steps into her life. Diana suspects that she’s using voodoo against her after the quick improvements of her son.",12.746,01-05-2016,97
mother-2019-2,Not Available,Mother,es,"Ten years have gone by since Elena's six-year old son has disappeared.  The last thing she heard of him was a phone call he gave her, saying that he was lost on a beach in France and couldn't find his father.  Nowadays, Elena lives on this same beach and manages a restaurant. She is finally beginning to emerge from this tragic episode when she meets a French teenager who strongly reminds her of her lost son.  The two of them will embark on a relationship which will sow chaos and distrust around them.",8.094,07-10-2019,128
mother-2020-1,Not Available,MOTHER,ja,"Shuhei is leading a tough life. His alcoholic mother Akiko can only hook up with bad guys and order Shuhei to go get money from his disapproving grandparents instead of going to school. Except raising the little half-sister, his rock-bottom life seems to have no end.",5.541,03-07-2020,127
mother-2020-2,Not Available,Mother,en,"A young dancer from a violent favela in Rio de Janeiro finds redemption through his vogueing family, the art of Ballroom and his relationship with his vogueing mother, Makayla.",0.655,18-06-2020,21
mother-brother,Not Available,Mother & Brother,en,"A window into the lives of two Brothers burdened with the care of their abusive mother. On his wedding day, Younger chooses to confront the guilt haunting their lives and carry a new burden alone.",0.6,13-04-2015,17
mother-and-child,Drama Romance,Mother and Child,en,"The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",8.409,07-11-2009,125
mother-fish,Not Available,Mother Fish,en,The present melds with the past as a quiet factory worker relives the extraordinary journey when she and her sister took to the sea as refugees in a creaky river boat in search of a better life.,0.6,05-08-2010,92
mother-is-god,Not Available,Mother is God,en,"""Mother is God is a fragmented and personal film on different visions of reality. The film is built on conversations between me (the director) and God (my psychotic mum), whose face we never see in the film. We talk about her worlds; We encounter her flower language, we meet the devil’s birds and we learn how to marry the wind. The film turns into a declaration of love - to the crooked mind as well as to my mother."" - Maria Bäck",0.6,25-01-2014,30
mother-of-all-secrets,Not Available,Mother of All Secrets,en,"While on vacation in Bermuda, a pregnant woman must search the island for her politician boyfriend after he goes missing from the resort they are staying.",0.988,08-03-2018,85
mother-of-george,Not Available,Mother of George,en,A story about a woman willing to do anything and risk everything for her marriage.,2.901,18-01-2013,106
mother-teresa-of-calcutta,Not Available,Mother Teresa of Calcutta,en,"The inspirational portrayal of Mother Teresa, a simple nun who became one of the most significant personalities of the 20th Century. Armed with a faith that could move mountains, Mother Teresa followed her calling to help the poor, the lepers, the dying and the abandoned children in the slums of Calcutta, challenging many authorities - including the church - along the way.",1.187,19-10-2003,180
mother-water,Not Available,Mother Water,ja,"Blessed with several large rivers, interconnected streams and springs, Japan's ancient capital, Kyoto, anoints the land with a bountiful source of water. In this tranquil setting, three women join the flow of a small community with the subtle presence of a spring breeze. Setsuko , the proprietor of a whiskey-only bar; Takako, the owner of a coffee shop along the waterway; Hatsumi, a maker of tofu so delicious it seems to spring forth from the clear water. Under their subtle influence, other townspeople gradually begin their own streams too: Yamanoha, a local worker for a furniture workshop; Otome, the owner of a neighborhood public bath; Jin, a young man who assists him at the bath; Makoto, a wayfarer about the town. Among their daily lives, there is Poplar, a small child with a perpetually friendly smile.",1.271,30-10-2010,104
mother-child,Not Available,Mother-Child,es,"In shades of gray, the calm, static shots show young female visitors to a public hospital in Argentina. This is the place where teenage girls have to make a decision about the new life growing inside them. A few of them have, at a very young age indeed, already had children. For others, the idea of a future as a mother is new and terrifying.  In many cases, though, having an abortion isn’t a decision to be taken for granted. Some of the girls have learned from childhood that getting pregnant is your own fault, and you have to accept the consequences. What they know about abortion comes from horror stories of clandestine practices in backstreet clinics.  The hospital gynecologists and other staff, who can be heard but not seen, ask the girls about their well-being, their relationship, their family ties, and how they see the future—with or without a child. In these intimate and non-judgmental conversations, the girls respond with powerful candor in their most vulnerable moments.",0.618,25-11-2019,66
mother-i-am-suffocating-this-is-my-last-film-about-you,Not Available,"Mother, I Am Suffocating. This Is My Last Film About You.",en,"The wastelands and crowded streets of an African country are traversed by a woman bearing a wooden cross on her back. She is followed by sellers, beggars and passersby, outraged voices, pity and curious glances. Parallel to her, among a herd of sheep, a lamb toddles its way from the far away mountains into the heart of the city, only to find itself dangling, skinned and headless, on a butcher’s shoulder. In the meantime, under the scorching sun, in a roofless house, a woman is persistently knitting a garment, unwinding a thread coiled over her son’s face. ‘Mother, I Am Suffocating. This is My Last Film About You’ is a symbolic social-political voyage of a society, spiralling between religion, identity and collective memory. “I saw in you what they saw, mother. You deserve your war”.",0.667,10-02-2019,70
mother-may-i-dance-with-mary-janes-fist-a-lifetone-original-movie,Not Available,"Mother, May I Dance with Mary Jane's Fist?: A Lifetone Original Movie",en,"In this homage to the melodramatic made-for-TV-movie genre, aspiring ballerina Mary Jane Stevens moves to a new town with her emotionally abusive mother in hopes of escaping her physically abusive father. Originally a play performed at the Upright Citizens Brigade theatre, the Adult Swim production was executive produced by Tim Heidecker and Eric Wareheim.",0.717,07-01-2018,32
mothers-day-2016,Not Available,Mother's Day,en,Intersecting stories with different moms collide on Mother's Day.,15.029,28-04-2016,118
mothers-day-2018,Not Available,Mother's Day,en,"On the day before Mother's Day 1993, Colin and Wendy Parry's lives are torn apart when their youngest son Tim is killed in a terrorist attack by the IRA in Warrington's town centre. The attack shocks ordinary people on both sides of the Irish Sea.  Sue McHugh, an unassuming and normally shy Dublin housewife, is deeply affected by the tragedy. Spurred into action by the events in Warrington and the hope that she can make a difference, Sue urges people across Ireland to demonstrate that the killings on all sides must stop. But has Sue underestimated the challenge of brokering peace in a community that has known only conflict?  As the grieving Parrys search desperately for answers to their son's senseless killing, they form an alliance with Sue, her husband Arthur, and her Peace '93 movement, travelling to Dublin in a bid to bring about peace and ensure Tim's enduring legacy is one of hope and tolerance. Based on real events.",1.811,03-09-2018,90
mothers-day-frans-zwartjes-re-mix,Not Available,Mother's Day (Frans Zwartjes re-mix),en,"Synopsis: a radikal re-mix by Aryan Kaganof of three Frans Zwartjes films
 commissioned by Frank Scheffer.  Background:  Kaganof was once a student of Frans Zwartjes.  When Kaganof himself began lecturing himself, he began giving his students the following advice, ""I always tell the classes what Frans said to me, go make your films, leave school now, stop listening to anyonbody insane enough to pretend to be able to teach you anything about film making. If they knew they would be making films themselves, not teaching.""",0.6,30-03-2014,21
mothers-little-helpers,Not Available,Mother's Little Helpers,en,"When Joy Pride, a groovy 70s burn-out on the caboose of the flower power movement learns she has weeks to live, her estranged children come together to do right by a mother who always did them wrong. It's based on the premise that no matter who dies, we always find a way to make it all about us.",2.104,09-03-2019,99
mothers-milk,Drama,Mother's Milk,en,An English family is forced to come to terms with the imminent loss of their beloved holiday house in Provence.,1.4,12-11-2011,98
motherhood-2019,Not Available,Motherhood,ja,"When pregnant Mia Sakaguchi falls from a staircase at the shrine, she is transferred to 1994 and immediately admitted to a mental institution, because no one believes her that she is from the future. There she is confronted with the shocking truth that the mentally ill are forcibly sterilized. In order to protect her unborn child, she tries to escape from the institution.",0.6,03-11-2019,20
mothering,Not Available,Mothering,en,"The story of a young girl, Mia, arriving at her new foster home. When her first period unexpectedly appears in the early hours, help comes in the form of her foster parent's elderly mother, Pauline.",0.6,01-05-2018,14
motherland-2017,Not Available,Motherland,en,"The planet’s busiest maternity hospital is located in one of its poorest and most populous countries: the Philippines. There, poor women face devastating consequences as their country struggles with reproductive health policy and the politics of conservative Catholic ideologies.",3.569,21-01-2017,94
motherless-brooklyn,Not Available,Motherless Brooklyn,en,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",16.488,31-10-2019,145
mothers-and-daughters-2016,Not Available,Mothers and Daughters,en,Interwoven stories of what it is to be a mom seen through the lens of photographer Rigby Gray.,5.74,06-05-2016,90
mothers-of-bedford,Not Available,Mothers of Bedford,en,"Eighty percent of women in US prisons today are mothers of school-age children. Filmmaker Jenifer McShane spent four years visiting Bedford Hills and following the women and their families. A mother herself, Jenifer was drawn to the universal themes of motherhood and the staggering power of the mother-child relationship. In all walks of life, mother and child care for each other. As we watch the mothers inside Bedford trying to become their better selves, we see parts of our own selves - and that gives us all hope.",0.6,30-04-2011,98
mothers-daughters-other-issues,Not Available,"Mothers, Daughters & Other Issues",es,"The bond between mothers and daughters from a very personal and intimate point of view on love and the passage of time. Because of its intensity, the most primary link has many faces; the mother/daughter relationship has a lot of love, pain, intolerance, competition, attachment, detachment, and love once again. The story also develops during a family trip to the grandmother’s hometown.",1.134,28-06-2018,74
